date,value
29-7-2022,40.66
15-4-2022,600.16
14-6-2021,81.32
14-1-2023,20.92
24-10-2022,1500.4
19-7-2021,23.46
24-6-2021,600.16
19-5-2021,2100
19-9-2021,143.36
13-2-2023,1200.32
2-7-2021,10.46
16-5-2021,1800.51
9-6-2022,20.92
3-7-2022,300.08
18-1-2021,900.24
31-1-2022,1800.51
21-4-2022,15.69
22-2-2023,35.19
10-5-2021,20.92
7-12-2021,300.08
12-7-2022,1500.4
2-6-2022,40.66
2-11-2021,1200.32
4-8-2022,300.08
29-8-2021,1500.4
21-8-2021,2400.68
13-10-2021,2100
22-5-2022,300.08
13-5-2021,121.98
10-11-2021,121.98
21-2-2022,121.98
11-9-2021,203.3
11-10-2022,35.84
11-4-2021,20.92
7-12-2021,5.23
14-5-2021,300.08
30-3-2022,2400.68
14-4-2022,300.08
13-12-2021,46.92
2-2-2023,10.46
2-12-2022,900.24
2-4-2022,600.16
26-10-2021,121.98
21-1-2021,3000.85
19-12-2022,2100
12-3-2022,121.98
14-6-2022,600.17
10-6-2021,30.3
4-6-2022,5.23
15-3-2022,30.3
28-10-2022,40.66
7-4-2022,600.16
11-12-2022,23.46
22-1-2023,179.2
23-12-2021,1200.34
19-8-2021,1200.32
23-6-2021,900.24
9-6-2022,40.66
16-8-2022,15.69
3-12-2021,15.69
19-6-2021,107.52
5-1-2021,1200.32
31-1-2022,900.24
13-4-2022,35.84
3-9-2022,1200.32
29-4-2021,121.98
21-7-2021,121.98
25-2-2022,300.08
1-10-2022,3150
13-1-2021,20.92
10-11-2021,1500.4
29-8-2022,40.66
22-6-2022,40.66
14-4-2022,600.16
17-6-2021,121.98
27-4-2021,3000.85
27-6-2022,162.64
2-3-2023,26.15
20-12-2021,900.24
17-9-2022,1500.4
13-9-2022,20.92
18-7-2021,5250
21-1-2022,4200
13-2-2023,1200.32
24-12-2021,15.15
14-2-2021,179.2
9-1-2022,900.24
15-9-2021,300.08
1-9-2021,900.24
4-10-2022,1800.51
25-2-2021,600.16
23-8-2021,58.65
28-2-2022,121.98
15-3-2022,600.16
2-8-2021,900.24
7-6-2021,81.32
13-2-2021,1200.32
2-4-2022,1200.34
10-2-2023,1500.4
21-12-2021,203.3
4-2-2021,1500.4
26-6-2021,3000.85
22-9-2021,1200.32
30-9-2021,15.69
20-2-2023,162.64
19-2-2021,600.17
21-1-2021,46.92
25-11-2022,900.24
5-7-2021,23.46
14-2-2021,58.65
3-1-2021,600.16
5-11-2022,900.24
27-6-2021,1200.32
25-4-2021,600.17
23-1-2021,15.69
5-8-2022,60.6
29-11-2021,1200.32
11-11-2022,45.45
27-6-2021,600.16
22-2-2021,203.3
8-7-2022,300.08
15-6-2021,15.69
28-5-2022,900.24
5-12-2022,1200.32
8-6-2022,600.17
28-10-2021,1200.32
28-12-2022,121.98
15-1-2022,81.32
25-10-2022,107.52
31-10-2021,121.98
16-5-2022,20.92
6-11-2021,3000.85
1-10-2022,900.24
4-5-2022,121.98
26-12-2021,1050
3-7-2022,900.24
20-1-2023,4200
20-11-2021,600.16
7-2-2023,35.84
13-6-2022,5250
30-12-2022,1500.4
8-10-2021,81.32
2-11-2021,23.46
14-10-2022,300.08
3-12-2021,300.08
25-11-2021,1500.4
1-1-2021,20.92
20-2-2021,81.32
26-9-2022,900.24
30-5-2022,20.92
1-7-2022,300.08
26-4-2021,26.15
29-3-2021,600.17
15-4-2022,5.23
15-2-2021,10.46
25-6-2021,179.2
17-12-2021,40.66
17-6-2022,300.08
24-1-2023,300.08
15-2-2023,900.24
5-9-2022,143.36
29-8-2021,162.64
11-2-2022,15.69
2-11-2021,600.17
21-5-2021,1500.4
4-1-2021,46.92
20-1-2021,2400.68
20-10-2021,300.08
24-12-2022,300.08
30-5-2022,20.92
4-3-2023,2400.68
2-1-2021,1800.51
6-8-2021,40.66
22-4-2022,10.46
7-8-2022,1200.32
16-11-2021,900.24
8-11-2021,15.69
1-2-2021,5.23
18-5-2021,162.64
2-10-2022,15.15
24-2-2021,900.24
11-8-2021,5250
4-6-2022,1200.32
15-2-2023,5250
18-7-2021,1200.32
12-3-2022,15.15
24-3-2022,15.69
2-3-2022,300.08
17-5-2021,1200.32
25-10-2022,1050
7-1-2022,900.24
24-2-2022,26.15
11-5-2022,23.46
13-7-2021,900.24
3-3-2021,600.16
20-12-2021,203.3
9-2-2022,203.3
25-5-2022,3000.85
13-6-2022,35.19
14-3-2021,900.24
14-3-2021,45.45
12-7-2022,300.08
5-6-2022,900.24
12-2-2021,26.15
7-8-2022,900.24
18-6-2021,121.98
20-7-2021,10.46
19-6-2022,1800.51
12-5-2022,1200.32
3-1-2022,1500.4
12-11-2022,600.16
5-8-2021,162.64
11-8-2022,40.66
12-7-2021,1500.4
4-7-2022,20.92
26-4-2022,20.92
10-11-2022,107.52
22-2-2023,1200.32
22-10-2021,1800.51
1-4-2022,162.64
8-12-2022,179.2
21-3-2022,26.15
7-12-2022,900.24
23-7-2021,1500.4
25-8-2022,1200.34
28-1-2022,10.46
22-3-2021,143.36
17-7-2022,35.84
26-12-2021,2400.68
16-4-2021,1200.34
2-6-2022,1500.4
20-12-2021,4200
5-10-2022,1500.4
31-1-2021,81.32
13-11-2022,1500.4
20-1-2023,5.23
23-5-2022,20.92
19-4-2022,900.24
18-12-2022,203.3
30-3-2021,5.23
5-10-2022,121.98
21-12-2022,143.36
27-2-2021,162.64
9-7-2022,900.24
18-11-2022,162.64
8-3-2023,15.69
16-6-2022,121.98
25-2-2023,5.23
13-7-2022,81.32
29-9-2021,11.73
25-7-2021,900.24
16-2-2023,10.46
8-6-2021,300.08
4-2-2023,300.08
26-1-2023,600.17
25-1-2022,5.23
20-7-2021,20.92
9-12-2022,15.15
13-2-2021,60.6
2-6-2021,20.92
27-11-2021,600.16
5-1-2021,162.64
22-5-2022,107.52
24-10-2022,20.92
20-12-2022,1200.34
28-2-2021,35.84
14-8-2022,162.64
2-2-2023,143.36
28-1-2022,300.08
26-10-2021,45.45
31-12-2022,15.69
30-6-2021,35.84
4-3-2023,1500.4
26-1-2023,35.84
7-6-2022,60.6
20-1-2023,162.64
2-9-2021,30.3
25-1-2022,3000.85
14-8-2021,900.24
7-11-2021,900.24
22-8-2022,600.16
23-10-2021,300.08
13-11-2021,58.65
17-8-2022,1050
9-11-2022,162.64
11-9-2022,600.16
1-5-2022,121.98
1-2-2023,203.3
9-1-2021,300.08
10-11-2021,600.16
8-10-2022,75.75
29-11-2022,1500.4
15-9-2021,600.17
26-6-2021,71.68
14-4-2021,58.65
4-4-2021,71.68
1-8-2022,10.46
21-1-2022,203.3
6-8-2022,2400.68
25-9-2022,1500.4
24-9-2022,600.16
16-7-2021,121.98
19-1-2023,10.46
29-12-2022,3000.85
7-2-2023,162.64
23-6-2021,81.32
2-8-2022,5.23
1-9-2021,600.16
12-4-2021,300.08
15-1-2023,121.98
8-3-2021,162.64
5-6-2022,300.08
1-2-2023,5.23
1-12-2021,1200.32
7-4-2021,203.3
6-11-2021,203.3
4-4-2022,300.08
28-10-2021,300.08
25-11-2022,1200.32
15-2-2022,1200.32
19-9-2022,45.45
8-3-2021,40.66
14-1-2022,300.08
28-8-2022,900.24
6-8-2022,60.6
14-1-2021,5.23
28-4-2021,600.17
6-1-2021,4200
24-3-2021,121.98
9-11-2021,71.68
10-2-2021,26.15
9-1-2023,1500.4
21-11-2021,179.2
1-11-2022,203.3
22-2-2023,2400.68
20-6-2022,1500.4
27-12-2022,300.08
26-5-2021,26.15
3-1-2023,15.69
4-5-2021,900.24
16-8-2021,900.24
2-5-2021,3000.85
23-10-2022,179.2
31-7-2022,45.45
20-3-2021,600.16
8-7-2022,35.84
16-6-2021,20.92
20-12-2022,600.16
2-5-2022,71.68
21-9-2021,1200.32
26-12-2021,600.17
22-4-2021,107.52
14-8-2022,143.36
31-12-2021,81.32
6-1-2023,300.08
20-7-2021,1200.32
8-4-2021,40.66
20-5-2021,162.64
10-7-2021,121.98
26-1-2021,121.98
6-10-2021,203.3
26-6-2022,46.92
19-8-2021,15.69
7-3-2022,2100
7-11-2022,900.24
24-10-2022,1200.32
1-1-2022,2400.68
18-4-2021,1200.32
5-3-2023,600.17
4-1-2022,45.45
8-8-2022,10.46
26-7-2021,600.16
14-2-2021,35.84
10-5-2021,40.66
29-12-2022,600.16
5-3-2021,5.23
3-12-2021,900.24
2-3-2023,1800.51
13-8-2022,1200.32
30-7-2022,143.36
9-3-2022,203.3
2-4-2022,300.08
15-12-2021,35.84
18-5-2021,3150
4-2-2021,3150
4-11-2022,20.92
10-11-2022,71.68
29-1-2021,300.08
5-7-2022,35.84
18-7-2022,1200.34
24-10-2021,1500.4
19-10-2022,162.64
27-8-2021,179.2
22-1-2022,3000.85
5-4-2021,600.16
20-6-2022,203.3
12-10-2022,179.2
7-9-2022,600.17
1-8-2022,1500.4
9-5-2022,2400.68
15-11-2021,300.08
18-9-2021,121.98
19-10-2022,15.69
15-12-2021,60.6
2-6-2021,300.08
18-3-2021,300.08
12-3-2022,600.16
23-2-2022,1200.32
7-9-2022,1500.4
23-8-2021,2400.68
24-4-2022,2400.68
11-1-2021,2400.68
4-7-2022,20.92
7-1-2021,300.08
28-2-2021,15.69
20-3-2022,1200.32
12-11-2021,179.2
5-11-2021,40.66
11-4-2022,20.92
9-7-2022,300.08
7-1-2023,121.98
18-3-2021,600.17
15-6-2021,15.69
2-9-2021,121.98
27-12-2021,1200.34
24-6-2021,81.32
29-6-2021,300.08
8-10-2021,81.32
27-9-2021,26.15
5-4-2021,1500.4
21-11-2022,900.24
31-5-2021,179.2
1-5-2021,1500.4
23-6-2022,121.98
20-10-2022,10.46
21-12-2022,1200.32
29-3-2022,121.98
23-10-2021,121.98
20-1-2021,1800.51
2-3-2022,40.66
6-2-2023,26.15
24-4-2022,300.08
5-2-2023,1500.4
26-6-2022,58.65
15-1-2022,10.46
26-10-2021,20.92
27-1-2021,81.32
11-11-2021,600.17
12-10-2022,81.32
23-3-2022,3000.85
31-7-2022,1200.32
23-3-2021,1200.32
11-6-2021,300.08
30-12-2022,15.69
3-11-2022,900.24
24-3-2021,900.24
21-4-2021,23.46
23-12-2022,15.69
27-7-2022,2100
3-5-2021,900.24
20-2-2023,300.08
22-5-2021,1200.32
26-2-2021,600.16
20-10-2022,4200
24-3-2022,20.92
23-9-2022,1800.51
24-12-2022,26.15
6-8-2022,1200.32
7-7-2022,179.2
26-12-2021,107.52
25-11-2022,179.2
7-11-2022,1200.32
22-12-2021,26.15
15-8-2021,121.98
23-12-2022,1500.4
7-3-2022,10.46
29-11-2021,26.15
4-4-2022,10.46
9-11-2022,600.16
20-2-2022,3150
16-12-2022,1200.32
30-9-2022,107.52
1-10-2022,1200.32
15-12-2021,15.69
30-5-2021,1200.34
28-7-2022,1050
25-1-2023,1200.32
29-10-2021,81.32
22-11-2022,162.64
24-4-2022,81.32
5-1-2023,1200.32
21-6-2022,600.16
19-1-2022,1200.32
23-7-2021,300.08
20-7-2021,35.84
20-5-2021,600.16
20-1-2023,15.15
19-1-2022,15.69
2-2-2022,58.65
19-8-2022,11.73
27-3-2021,35.19
9-7-2021,900.24
14-12-2021,2400.68
3-8-2021,179.2
13-10-2022,121.98
8-7-2022,300.08
10-11-2022,143.36
11-12-2022,600.16
16-7-2022,40.66
9-7-2022,81.32
13-10-2022,300.08
26-12-2021,121.98
13-12-2021,1500.4
6-5-2022,179.2
23-5-2021,300.08
30-9-2021,26.15
22-5-2021,1200.34
25-11-2021,5250
8-7-2022,1200.32
8-6-2022,107.52
9-2-2021,143.36
18-3-2022,600.16
29-6-2021,600.16
1-12-2022,1200.34
31-10-2021,300.08
28-1-2021,107.52
9-2-2021,20.92
29-5-2021,1200.32
5-11-2022,71.68
16-1-2021,600.16
20-3-2022,23.46
18-11-2021,2400.68
5-1-2023,10.46
4-12-2021,1200.32
13-12-2021,1200.34
11-11-2021,10.46
5-3-2023,71.68
18-6-2022,23.46
9-5-2021,121.98
29-8-2021,600.16
10-1-2021,300.08
4-8-2022,1500.4
31-7-2022,203.3
15-8-2021,203.3
6-4-2022,162.64
20-9-2022,107.52
30-1-2023,35.84
9-6-2022,300.08
21-5-2022,107.52
11-6-2022,5.23
15-12-2021,179.2
5-4-2022,1200.32
2-10-2021,30.3
3-10-2021,10.46
13-7-2022,71.68
8-10-2022,1800.51
14-11-2022,35.84
17-1-2023,1800.51
6-6-2021,5250
16-5-2021,600.17
14-6-2021,81.32
1-10-2022,300.08
19-2-2022,60.6
29-1-2023,10.46
5-2-2021,1200.32
9-1-2021,1500.4
10-10-2021,3000.85
19-10-2022,1500.4
11-1-2022,40.66
23-8-2022,26.15
28-2-2021,900.24
28-2-2022,600.16
26-7-2022,1200.32
18-7-2022,10.46
27-10-2022,35.19
11-6-2022,1200.32
18-8-2021,203.3
30-8-2021,600.16
6-1-2023,23.46
4-2-2021,1500.4
3-3-2022,45.45
17-3-2022,900.24
8-11-2022,35.19
28-10-2021,3150
1-5-2022,1500.4
16-4-2021,300.08
30-7-2021,203.3
20-3-2022,600.16
23-11-2022,300.08
1-9-2022,107.52
11-1-2021,600.16
27-1-2022,1200.34
17-6-2022,20.92
9-1-2022,40.66
11-6-2022,40.66
17-11-2022,81.32
27-2-2023,5250
21-7-2022,26.15
14-11-2022,900.24
22-11-2022,26.15
19-3-2021,20.92
1-9-2022,15.15
29-3-2021,900.24
2-3-2021,600.16
14-11-2021,58.65
5-9-2021,1200.32
28-5-2022,30.3
2-11-2021,20.92
7-8-2021,1200.32
11-10-2021,1500.4
29-3-2022,71.68
17-3-2022,3000.85
26-2-2023,121.98
2-8-2021,10.46
13-2-2022,10.46
15-5-2022,107.52
29-4-2022,121.98
5-1-2023,35.84
25-2-2021,143.36
17-3-2022,600.16
6-5-2022,46.92
6-2-2023,5250
19-10-2021,203.3
14-4-2021,26.15
15-9-2022,162.64
3-3-2023,1200.32
12-7-2021,3000.85
17-12-2022,2100
23-3-2022,20.92
7-3-2021,1200.34
28-8-2022,300.08
25-10-2021,75.75
27-10-2022,1500.4
12-5-2022,10.46
25-1-2022,20.92
9-1-2022,1200.32
19-2-2023,58.65
16-2-2022,1200.34
4-2-2022,600.16
1-7-2021,1200.32
31-12-2022,40.66
22-2-2021,26.15
31-1-2022,162.64
9-1-2021,1200.34
5-8-2022,143.36
1-9-2022,71.68
4-9-2022,30.3
25-4-2022,1200.34
17-3-2021,1200.34
15-2-2021,1500.4
27-4-2021,900.24
20-7-2021,40.66
3-4-2021,81.32
30-12-2022,11.73
24-11-2021,143.36
19-7-2022,3000.85
7-12-2022,900.24
24-10-2021,162.64
10-4-2022,300.08
20-5-2022,179.2
21-2-2023,300.08
4-4-2022,900.24
13-5-2021,300.08
20-7-2021,2400.68
26-6-2021,300.08
12-1-2022,1200.32
6-9-2022,107.52
1-1-2022,11.73
23-10-2022,900.24
26-8-2022,2400.68
11-8-2021,121.98
8-1-2023,143.36
17-3-2021,300.08
11-6-2021,15.15
8-9-2021,35.19
9-2-2021,1200.34
11-7-2021,600.16
2-7-2022,1200.34
14-4-2021,1500.4
10-4-2022,1200.32
23-3-2021,1200.32
9-8-2021,15.69
26-8-2021,1500.4
4-2-2023,121.98
7-6-2021,1200.34
11-11-2022,40.66
9-4-2021,900.24
26-1-2021,179.2
3-2-2021,143.36
9-7-2021,45.45
15-1-2021,30.3
26-10-2021,35.84
14-2-2023,900.24
25-8-2021,1500.4
12-11-2021,81.32
26-5-2021,5.23
3-10-2021,26.15
15-6-2021,600.17
28-1-2023,81.32
14-12-2021,1500.4
12-11-2021,26.15
14-3-2021,900.24
12-11-2022,26.15
30-6-2021,1200.32
3-2-2022,20.92
9-12-2021,300.08
8-10-2021,71.68
25-6-2022,2100
6-9-2022,600.16
26-4-2021,71.68
2-5-2021,26.15
22-2-2022,1800.51
27-9-2021,121.98
12-6-2021,20.92
13-2-2021,58.65
21-5-2022,26.15
26-5-2022,900.24
2-2-2023,10.46
16-8-2021,10.46
4-2-2022,45.45
4-10-2021,1200.34
13-8-2022,35.84
15-5-2022,107.52
21-1-2022,1200.32
22-1-2021,107.52
10-1-2021,900.24
26-9-2022,203.3
27-1-2023,600.16
16-11-2021,1500.4
25-3-2022,46.92
29-7-2022,3000.85
28-7-2022,179.2
14-4-2021,2400.68
19-2-2021,203.3
23-8-2021,203.3
16-6-2021,10.46
5-1-2021,300.08
27-7-2022,81.32
8-3-2021,900.24
26-6-2022,1200.34
28-8-2022,35.84
24-8-2022,162.64
21-9-2021,143.36
5-9-2022,2400.68
22-11-2022,10.46
9-1-2023,121.98
23-4-2021,45.45
18-10-2021,10.46
3-1-2022,2400.68
15-2-2022,600.16
27-11-2021,900.24
28-9-2021,900.24
17-3-2021,26.15
6-2-2023,600.16
24-9-2022,162.64
9-4-2021,15.69
13-4-2022,2100
8-10-2022,1800.51
10-6-2022,162.64
10-5-2022,81.32
12-3-2021,40.66
20-12-2022,46.92
1-3-2023,71.68
25-6-2021,1200.34
26-6-2022,15.69
14-12-2021,600.16
18-2-2022,600.16
8-1-2021,1200.32
9-2-2021,300.08
20-10-2022,20.92
23-9-2021,15.69
11-3-2022,1800.51
18-2-2021,203.3
8-7-2022,600.16
17-2-2022,15.69
8-10-2021,4200
6-9-2021,162.64
14-2-2021,1500.4
29-10-2021,1200.34
28-5-2022,900.24
10-9-2021,900.24
1-2-2023,107.52
26-1-2022,1200.32
1-4-2022,1500.4
15-4-2021,1200.32
18-1-2023,600.17
21-12-2022,179.2
19-9-2022,46.92
15-1-2022,40.66
22-6-2021,1500.4
5-2-2021,30.3
28-4-2022,71.68
9-9-2021,10.46
18-2-2023,1050
27-12-2022,1500.4
21-2-2021,81.32
13-10-2022,26.15
9-12-2022,900.24
3-9-2022,300.08
24-3-2021,1500.4
14-10-2022,300.08
28-9-2022,300.08
15-9-2022,26.15
20-7-2021,162.64
16-11-2022,1500.4
6-2-2022,75.75
23-2-2021,203.3
6-3-2021,900.24
1-2-2022,26.15
14-1-2022,30.3
4-3-2023,900.24
3-10-2022,143.36
3-7-2021,1800.51
6-7-2022,15.15
30-11-2021,900.24
20-1-2023,71.68
12-2-2021,1500.4
2-1-2021,162.64
7-5-2021,1200.32
28-1-2021,143.36
12-6-2022,10.46
7-10-2022,121.98
19-12-2022,600.16
21-7-2021,5.23
25-9-2022,15.69
1-5-2022,600.16
13-6-2022,35.19
13-2-2021,107.52
22-6-2021,26.15
21-2-2021,121.98
21-1-2021,107.52
15-8-2021,15.15
23-9-2021,900.24
24-8-2022,121.98
9-2-2023,600.16
6-10-2022,1500.4
20-4-2022,143.36
26-8-2021,1200.32
1-12-2022,600.16
23-8-2022,5.23
20-5-2021,162.64
17-12-2022,179.2
11-4-2021,1200.32
9-11-2022,1200.34
7-2-2021,1800.51
6-9-2021,81.32
17-8-2022,46.92
7-10-2021,1800.51
29-7-2021,107.52
15-1-2022,600.17
23-1-2022,162.64
2-11-2022,46.92
29-12-2022,900.24
9-5-2022,179.2
14-10-2022,1200.32
28-4-2022,5.23
16-11-2021,600.17
31-10-2022,107.52
17-3-2021,1500.4
14-1-2023,1200.32
24-8-2021,300.08
14-12-2022,300.08
2-6-2021,1500.4
21-1-2022,107.52
23-7-2021,1500.4
17-2-2023,600.17
18-11-2021,5250
25-1-2021,10.46
15-1-2021,600.16
23-11-2022,81.32
5-1-2021,1500.4
28-10-2021,300.08
23-12-2021,35.84
4-4-2022,71.68
10-5-2021,300.08
5-12-2021,30.3
20-9-2021,300.08
21-10-2021,10.46
24-2-2021,20.92
24-9-2021,1500.4
11-6-2022,60.6
22-8-2021,81.32
13-4-2022,203.3
4-5-2021,40.66
31-5-2021,10.46
20-10-2021,3000.85
7-12-2021,2100
12-12-2021,1500.4
2-11-2022,1200.34
17-6-2022,1800.51
11-1-2021,60.6
2-10-2022,4200
4-8-2022,162.64
12-1-2022,20.92
7-2-2023,4200
3-7-2021,11.73
27-2-2022,600.16
6-2-2021,2400.68
2-2-2021,300.08
4-10-2022,15.15
6-8-2021,143.36
1-4-2021,45.45
1-11-2022,1500.4
31-8-2022,81.32
5-5-2022,1800.51
23-9-2021,60.6
9-10-2021,300.08
14-4-2022,15.69
21-11-2022,40.66
3-2-2022,203.3
27-8-2021,2100
3-11-2022,15.69
8-12-2021,203.3
7-2-2022,1500.4
13-10-2021,107.52
23-6-2022,1200.34
19-11-2022,75.75
24-1-2023,1500.4
15-12-2021,26.15
10-1-2022,900.24
21-4-2022,40.66
26-4-2022,71.68
12-10-2021,179.2
14-2-2023,3150
16-1-2022,162.64
7-1-2021,1200.32
16-5-2022,300.08
11-1-2022,1200.32
3-11-2021,5.23
4-4-2021,1500.4
16-1-2021,1200.32
8-9-2021,1500.4
5-2-2021,1200.32
16-1-2023,143.36
4-6-2021,1200.34
11-11-2022,1200.32
28-8-2021,10.46
20-1-2021,1500.4
17-5-2021,35.84
25-7-2022,15.69
25-1-2021,3150
11-9-2021,1800.51
30-5-2022,20.92
1-5-2021,1200.32
25-6-2022,11.73
3-7-2021,107.52
16-4-2021,300.08
12-11-2022,162.64
27-3-2021,5250
3-10-2022,5250
13-8-2021,1500.4
1-1-2022,600.16
25-2-2023,143.36
19-1-2023,35.84
17-1-2022,121.98
13-1-2023,900.24
23-3-2022,107.52
29-4-2022,600.16
9-6-2022,40.66
2-12-2021,121.98
19-10-2022,121.98
15-10-2021,5.23
14-5-2021,900.24
4-10-2021,600.16
7-3-2022,162.64
5-10-2021,2100
8-9-2021,1200.32
25-3-2021,35.84
6-12-2022,4200
14-11-2021,71.68
1-6-2022,71.68
29-9-2022,121.98
7-1-2022,1500.4
28-3-2022,1500.4
28-7-2021,1800.51
2-11-2022,300.08
16-1-2023,71.68
2-11-2022,107.52
7-8-2022,2400.68
7-5-2021,203.3
14-2-2023,45.45
27-1-2022,81.32
28-4-2021,4200
15-12-2021,71.68
21-11-2022,900.24
1-9-2021,162.64
28-2-2021,15.69
10-9-2021,300.08
22-2-2021,10.46
30-3-2021,300.08
27-10-2022,40.66
27-6-2022,26.15
18-8-2021,71.68
31-1-2021,203.3
11-2-2023,600.16
18-6-2022,81.32
9-8-2021,107.52
26-2-2022,20.92
11-9-2021,600.16
1-2-2022,3150
22-12-2022,26.15
18-6-2022,143.36
25-10-2022,75.75
18-2-2021,600.16
31-1-2023,60.6
11-5-2021,900.24
6-3-2021,143.36
10-1-2022,1200.32
12-8-2021,179.2
2-1-2021,1200.32
6-3-2022,1500.4
12-2-2022,900.24
20-5-2021,143.36
15-1-2023,71.68
21-9-2022,60.6
15-2-2021,60.6
2-9-2021,1200.32
10-9-2021,45.45
27-1-2023,143.36
22-12-2022,71.68
26-11-2021,1500.4
3-3-2021,900.24
18-11-2022,121.98
17-3-2022,900.24
24-4-2022,20.92
19-6-2022,26.15
24-12-2022,900.24
20-6-2022,3150
26-11-2021,600.16
7-12-2021,15.15
26-12-2022,900.24
23-5-2021,15.15
18-3-2021,600.16
20-6-2021,81.32
3-6-2022,2400.68
24-5-2022,1800.51
26-7-2021,600.16
8-7-2021,900.24
21-4-2022,26.15
13-11-2021,71.68
15-10-2021,900.24
6-3-2023,1200.32
7-4-2022,300.08
19-12-2022,20.92
8-2-2023,26.15
3-4-2022,600.17
21-11-2022,143.36
14-10-2022,35.19
6-7-2021,4200
26-9-2021,179.2
25-7-2022,121.98
9-6-2021,162.64
20-9-2022,162.64
18-3-2021,30.3
23-1-2021,3000.85
22-9-2021,107.52
26-6-2022,71.68
10-5-2022,1200.32
27-6-2022,600.17
4-5-2022,5.23
15-12-2021,35.84
9-6-2021,300.08
2-12-2021,600.16
10-12-2021,58.65
31-7-2021,45.45
9-10-2022,203.3
3-2-2021,1500.4
3-2-2022,15.69
6-3-2023,45.45
29-7-2022,4200
29-7-2022,900.24
21-9-2021,75.75
20-1-2021,20.92
2-2-2022,900.24
16-1-2023,300.08
15-1-2021,26.15
17-12-2022,900.24
5-4-2022,162.64
7-5-2022,1500.4
8-2-2021,3150
21-11-2022,107.52
10-8-2022,46.92
28-8-2022,900.24
20-3-2021,900.24
30-7-2022,71.68
3-3-2021,203.3
5-1-2021,46.92
2-6-2022,81.32
25-3-2021,900.24
28-4-2022,143.36
13-9-2021,300.08
17-7-2022,1200.32
8-5-2021,60.6
30-10-2021,300.08
19-1-2023,900.24
29-4-2021,40.66
29-9-2021,26.15
10-5-2022,143.36
8-5-2021,26.15
3-4-2021,81.32
27-3-2022,600.16
8-8-2022,1500.4
5-1-2021,1200.32
1-2-2022,900.24
9-3-2021,2400.68
16-10-2022,1200.32
9-1-2022,203.3
17-9-2022,300.08
30-11-2021,40.66
27-9-2022,10.46
6-4-2021,40.66
12-11-2021,900.24
16-11-2021,107.52
12-4-2022,179.2
28-4-2021,300.08
15-9-2021,35.19
28-3-2021,35.19
15-4-2021,1200.32
10-1-2023,900.24
26-2-2021,1800.51
9-3-2021,900.24
29-7-2022,5.23
5-4-2021,300.08
30-9-2022,11.73
23-8-2021,300.08
14-1-2021,600.16
28-7-2021,600.16
8-7-2021,1200.32
31-3-2021,15.69
18-1-2022,1200.32
30-4-2021,300.08
1-8-2021,900.24
16-9-2021,35.19
4-1-2023,600.16
7-9-2022,20.92
11-5-2021,600.17
14-1-2022,30.3
22-8-2022,1050
1-5-2022,1500.4
19-1-2023,300.08
17-11-2022,3150
21-4-2021,11.73
24-8-2022,179.2
11-7-2022,1800.51
24-2-2023,162.64
13-8-2021,600.16
19-9-2022,58.65
4-9-2022,900.24
23-9-2022,26.15
12-10-2021,5.23
30-1-2021,40.66
2-5-2021,600.16
3-3-2022,1200.32
1-6-2022,1800.51
13-5-2022,45.45
8-10-2022,1200.32
27-3-2022,23.46
9-10-2022,107.52
9-2-2021,5.23
30-1-2023,40.66
26-6-2022,203.3
12-7-2022,600.16
19-12-2022,81.32
26-5-2021,1500.4
17-10-2021,203.3
7-2-2022,30.3
6-9-2021,4200
12-1-2023,81.32
25-1-2023,162.64
21-6-2022,900.24
21-8-2021,26.15
3-8-2022,300.08
24-11-2021,600.16
17-10-2021,300.08
22-1-2021,162.64
4-3-2023,121.98
26-8-2022,35.84
14-6-2021,1200.32
22-1-2022,15.15
25-6-2022,162.64
6-1-2021,40.66
6-1-2023,179.2
21-4-2022,30.3
16-10-2022,162.64
30-8-2022,600.17
28-4-2021,81.32
6-2-2022,1050
12-8-2021,143.36
25-5-2021,35.19
20-2-2021,81.32
10-9-2021,1500.4
12-5-2021,1500.4
14-6-2022,143.36
14-10-2021,1200.34
29-1-2021,45.45
5-1-2023,11.73
9-2-2022,35.84
18-3-2021,600.16
10-6-2021,15.69
1-11-2021,600.16
13-5-2022,4200
12-12-2021,4200
11-5-2022,121.98
8-1-2023,300.08
11-5-2022,1200.34
10-12-2021,2100
12-7-2021,300.08
6-1-2021,46.92
10-9-2022,300.08
14-1-2022,900.24
12-3-2021,300.08
11-3-2022,900.24
6-9-2022,58.65
11-11-2022,900.24
9-10-2022,20.92
7-5-2022,3150
29-11-2022,20.92
2-1-2022,46.92
8-9-2021,1800.51
22-4-2022,143.36
16-2-2023,26.15
4-3-2023,81.32
27-11-2022,143.36
28-8-2021,600.17
29-11-2022,300.08
3-5-2021,900.24
5-5-2022,1200.32
5-5-2022,45.45
9-10-2021,26.15
28-7-2021,1200.34
19-8-2021,26.15
4-7-2021,1500.4
13-2-2021,900.24
28-6-2021,40.66
26-12-2021,11.73
6-1-2021,900.24
21-5-2022,1500.4
15-2-2023,600.16
20-1-2021,300.08
2-6-2022,1200.32
25-9-2022,1500.4
22-5-2022,162.64
1-4-2021,300.08
7-2-2023,81.32
1-7-2022,81.32
12-4-2022,58.65
8-8-2022,23.46
25-11-2021,162.64
25-4-2022,900.24
14-1-2023,26.15
15-5-2021,900.24
4-12-2021,121.98
13-3-2022,1500.4
